UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
MR1,Major histocompatibility complex class I-related gene protein,surface,pos. trainingset,,1 - high confidence,1,SP:1-22;NC:23-300;TM:301-323;CY:324-341,no,DB00098,Cell membrane (Single-pass membrane protein|Extracellular side;Endoplasmic reticulum;Cell membrane (Single-pass type I membrane protein);Endoplasmic reticulum membrane;Secreted
MRC1,Macrophage mannose receptor 1,surface,pos. trainingset,CD206,1 - high confidence,1,SP:1-19;NC:20-1387;TM:1388-1411;CY:1412-1456,no,,Cell membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein)
MRC2,C-type mannose receptor 2,surface,machine learning,CD280,1 - high confidence,1,SP:1-33;NC:34-1412;TM:1413-1436;CY:1437-1479,HPA041991,,Membrane (Single-pass type I membrane protein)
MRGPRF,Mas-related G-protein coupled receptor member F,surface,pos. trainingset,,1 - high confidence,7,NC:1-48;TM:49-69;CY:70-80;TM:81-101;NC:102-120;TM:121-139;CY:140-158;TM:159-181;NC:182-199;TM:200-222;CY:223-239;TM:240-262;NC:263-273;TM:274-294;CY:295-343,HPA028811,,Cell membrane (Multi-pass membrane protein)
MSLN,Mesothelin,surface,GPI (UniProt),,1 - high confidence,0,SP:1-38;NC:39-630,CAB002216;HPA017172,,"Cell membrane (Lipid-anchor, GPI-anchor);Golgi apparatus;Secreted;Secreted"
MSR1,Macrophage scavenger receptor types I and II,surface,machine learning,CD204,2 - putative,1,CY:1-51;TM:52-75;NC:76-451,HPA000272;CAB032491,,Membrane (Single-pass type II membrane protein)
MST1R,Macrophage-stimulating protein receptor,surface,machine learning,CD136,1 - high confidence,1,SP:1-24;NC:25-957;TM:958-982;CY:983-1400,HPA007657;HPA008180;CAB008972,,Membrane (Single-pass type I membrane protein)
MUC16,Mucin-16,surface,pos. trainingset,,1 - high confidence,1,NC:1-22096;TM:22097-22121;CY:22122-22152,no,,"Cell membrane (Single-pass type I membrane protein);Secreted, extracellular space"
MUC4,Mucin-4,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-2125;TM:2126-2151;CY:2152-2169,HPA005895;CAB013536,,Membrane (Single-pass membrane protein);Secreted;Secreted;Secreted;Cell membrane (Single-pass membrane protein);Cell membrane (Single-pass membrane protein);Secreted;Cell membrane (Single- pass membrane protein)
MXRA8,Matrix-remodeling-associated protein 8,surface,machine learning,,1 - high confidence,1,SP:1-22;NC:23-341;TM:342-363;CY:364-442,HPA053958;HPA055780,,Membrane (Single-pass type I membrane protein)
MYOF,Myoferlin,surface,pos. trainingset,,1 - high confidence,3,CY:1-345;TM:346-365;NC:366-1843;TM:1844-1864;CY:1865-2025;TM:2026-2048;NC:2049-2061,HPA014245,,Cell membrane (Single-pass type II membrane protein);Cytoplasmic vesicle membrane (Single-pass type II membrane protein);Nucleus membrane (Single-pass type II membrane protein)
NAGPA,N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase,surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-448;TM:449-473;CY:474-515,HPA064055,DB00141,"Golgi apparatus, Golgi stack membrane (Single-pass type I membrane protein);Golgi apparatus, trans-Golgi network"
NCAM1,Neural cell adhesion molecule 1,surface,GPI (UniProt),CD56,1 - high confidence,1,SP:1-19;NC:20-721;TM:722-744;CY:745-858,CAB000142;CAB018071;HPA039835,,"Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Cell membrane (Lipid-anchor, GPI- anchor);Cell membrane (Lipid-anchor, GPI-anchor);Secreted;Secreted"
NCAM2,Neural cell adhesion molecule 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-694;TM:695-718;CY:719-837,HPA030900,,Cell membrane (Single-pass type I membrane protein)
NCR3,Natural cytotoxicity triggering receptor 3,surface,pos. trainingset,CD337,1 - high confidence,1,SP:1-17;NC:18-139;TM:140-162;CY:163-201,no,,Cell membrane (Single-pass type I membrane protein)
NCR3LG1,Natural cytotoxicity triggering receptor 3 ligand 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-262;TM:263-284;CY:285-454,HPA024137,,Cell membrane (Single-pass type I membrane protein)
NCSTN,Nicastrin,surface,machine learning,,1 - high confidence,1,SP:1-33;NC:34-669;TM:670-690;CY:691-709,CAB021982;HPA051793;HPA054846,,Melanosome;Membrane (Single-pass type I membrane protein)
NEGR1,Neuronal growth regulator 1,surface,GPI (UniProt),,1 - high confidence,0,SP:1-33;NC:34-354,HPA011894,,"Cell membrane (Lipid-anchor, GPI-anchor)"
NEO1,Neogenin,surface,pos. trainingset,,1 - high confidence,1,SP:1-33;NC:34-1103;TM:1104-1128;CY:1129-1461,CAB009320;HPA027804;HPA027805;HPA027806,,Cell membrane (Single-pass type I membrane protein)
NFASC,Neurofascin,surface,pos. trainingset,,1 - high confidence,1,SP:1-24;NC:25-1216;TM:1217-1238;CY:1239-1347,HPA008832,,Cell membrane (Single-pass type I membrane protein)
NLGN1,Neuroligin-1,surface,pos. trainingset,,1 - high confidence,1,SP:1-45;NC:46-693;TM:694-716;CY:717-840,HPA006680,,"Cell junction, synapse;Cell junction, synapse, postsynaptic cell membrane, postsynaptic density;Cell membrane (Single-pass type I membrane protein)"
NLGN2,Neuroligin-2,surface,pos. trainingset,,1 - high confidence,1,SP:1-16;NC:17-676;TM:677-699;CY:700-835,HPA055321,,"Cell junction, synapse, postsynaptic cell membrane;Cell junction, synapse, presynaptic cell membrane;Cell membrane (Single-pass type I membrane protein)"
NLGN4X,"Neuroligin-4, X-linked",surface,pos. trainingset,,1 - high confidence,1,SP:1-33;NC:34-676;TM:677-698;CY:699-816,HPA001651,,"Cell junction, synapse, postsynaptic cell membrane, postsynaptic density;Cell membrane (Single-pass type I membrane protein)"
NMUR1,Neuromedin-U receptor 1,surface,pos. trainingset,,1 - high confidence,7,NC:1-59;TM:60-86;CY:87-96;TM:97-116;NC:117-135;TM:136-157;CY:158-177;TM:178-198;NC:199-231;TM:232-256;CY:257-294;TM:295-313;NC:314-332;TM:333-356;CY:357-426,HPA027895,,Cell membrane (Multi-pass membrane protein)
NOTCH1,Neurogenic locus notch homolog protein 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-18;NC:19-1735;TM:1736-1756;CY:1757-2555,CAB008112;CAB022466,,Cell membrane (Single-pass type I membrane protein);Nucleus
NOTCH2,Neurogenic locus notch homolog protein 2,surface,pos. trainingset,,1 - high confidence,1,SP:1-25;NC:26-1677;TM:1678-1699;CY:1700-2471,HPA046392,,Cell membrane (Single-pass type I membrane protein);Nucleus
NPC1,Niemann-Pick C1 protein,surface,machine learning,,1 - high confidence,13,SP:1-22;NC:23-268;TM:269-292;CY:293-350;TM:351-371;NC:372-620;TM:621-642;CY:643-653;TM:654-675;NC:676-680;TM:681-704;CY:705-734;TM:735-754;NC:755-759;TM:760-785;CY:786-833;TM:834-854;NC:855-1098;TM:1099-1117;CY:1118-1123;TM:1124-1145;NC:1146-1150;TM:1151-1170;CY:1171-1190;TM:1191-1216;NC:1217-1227;TM:1228-1250;CY:1251-1278,HPA026618;CAB070132,,Late endosome membrane (Multi-pass membrane protein);Lysosome membrane (Multi-pass membrane protein)
NPR1,Atrial natriuretic peptide receptor 1,surface,machine learning,,1 - high confidence,1,SP:1-32;NC:33-473;TM:474-494;CY:495-1061,HPA031087,DB00325;DB00727;DB00883;DB01612;DB01613;DB04899,Membrane (Single-pass type I membrane protein)
NPR2,Atrial natriuretic peptide receptor 2,surface,machine learning,,1 - high confidence,1,SP:1-24;NC:25-454;TM:455-478;CY:479-1047,HPA011977,DB01613;DB04899,Membrane (Single-pass type I membrane protein)
NPR3,Atrial natriuretic peptide receptor 3,surface,machine learning,,1 - high confidence,1,SP:1-21;NC:22-483;TM:484-504;CY:505-541,HPA031065,DB04899,Membrane (Single-pass type I membrane protein)
NPTN,Neuroplastin,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-339;TM:340-360;CY:361-398,HPA051497,,Cell membrane (Single-pass type I membrane protein)
NPY1R,Neuropeptide Y receptor type 1,surface,pos. trainingset,,1 - high confidence,7,NC:1-42;TM:43-66;CY:67-77;TM:78-103;NC:104-114;TM:115-136;CY:137-155;TM:156-177;NC:178-212;TM:213-236;CY:237-260;TM:261-281;NC:282-299;TM:300-323;CY:324-384,HPA029903,,Cell membrane (Multi-pass membrane protein)
NRCAM,Neuronal cell adhesion molecule,surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-1168;TM:1169-1190;CY:1191-1304,HPA012606,,Cell membrane (Single-pass type I membrane protein)
NRP1,Neuropilin-1,surface,pos. trainingset,CD304,1 - high confidence,1,SP:1-23;NC:24-856;TM:857-882;CY:883-923,CAB004511;HPA030278,DB00039;DB04895,Cell membrane (Single-pass type I membrane protein);Secreted
NRP2,Neuropilin-2,surface,machine learning,,1 - high confidence,1,SP:1-22;NC:23-864;TM:865-890;CY:891-931,HPA039980,,Membrane (Single-pass type I membrane protein);Secreted
NT5E,5'-nucleotidase,surface,GPI (UniProt),CD73,1 - high confidence,0,SP:1-26;NC:27-574,HPA017357,DB00806,"Cell membrane (Lipid-anchor, GPI-anchor)"
NTNG1,Netrin-G1,surface,GPI (UniProt),,1 - high confidence,0,SP:1-18;NC:19-539,no,,"Cell membrane (Lipid-anchor, GPI-anchor|Extracellular side"
NTRK1,High affinity nerve growth factor receptor,surface,pos. trainingset,,1 - high confidence,1,SP:1-33;NC:34-418;TM:419-439;CY:440-796,CAB004606;HPA035799,DB00321;DB00619;DB08896,Cell membrane (Single-pass type I membrane protein);Early endosome membrane (Single-pass type I membrane protein);Late endosome membrane (Single-pass type I membrane protein)
NTRK2,BDNF/NT-3 growth factors receptor,surface,pos. trainingset,,1 - high confidence,1,SP:1-31;NC:32-431;TM:432-454;CY:455-822,HPA007637;CAB010346,DB00321,Cell membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein)
NTRK3,NT-3 growth factor receptor,surface,machine learning,,1 - high confidence,1,SP:1-31;NC:32-430;TM:431-453;CY:454-839,CAB009233,,Membrane (Single-pass type I membrane protein)
NTSR1,Neurotensin receptor type 1,surface,pos. trainingset,,1 - high confidence,7,NC:1-66;TM:67-89;CY:90-100;TM:101-122;NC:123-144;TM:145-168;CY:169-187;TM:188-207;NC:208-239;TM:240-259;CY:260-303;TM:304-321;NC:322-340;TM:341-364;CY:365-418,HPA009132;HPA050299,,Cell membrane (Multi-pass membrane protein);Membrane raft
NUP210,Nuclear pore membrane glycoprotein 210,surface,machine learning,,1 - high confidence,1,SP:1-25;NC:26-1807;TM:1808-1828;CY:1829-1887,HPA066888,,"Endoplasmic reticulum membrane (Single-pass type I membrane protein);Nucleus membrane (Single-pass type I membrane protein);Nucleus, nuclear pore complex"
OLR1,Oxidized low-density lipoprotein receptor 1,surface,pos. trainingset,,1 - high confidence,1,CY:1-33;TM:34-57;NC:58-273,HPA050798,,Cell membrane (Lipid-anchor);Cell membrane (Single-pass type II membrane protein);Membrane raft;Secreted
OPCML,Opioid-binding protein/cell adhesion molecule,surface,GPI (UniProt),,1 - high confidence,0,SP:1-30;NC:31-345,no,,"Cell membrane (Lipid-anchor, GPI-anchor)"
OSMR,Oncostatin-M-specific receptor subunit beta,surface,machine learning,,1 - high confidence,1,SP:1-27;NC:28-739;TM:740-761;CY:762-979,HPA017278,,Membrane (Single-pass type I membrane protein)
OSTM1,Osteopetrosis-associated transmembrane protein 1,surface,machine learning,,1 - high confidence,1,SP:1-31;NC:32-283;TM:284-305;CY:306-334,HPA010851,,Lysosome membrane (Single-pass type I membrane protein)
P2RX1,P2X purinoceptor 1,surface,machine learning,,2 - putative,2,CY:1-30;TM:31-50;NC:51-334;TM:335-357;CY:358-399,CAB006813,,Membrane (Multi-pass membrane protein)
P2RX4,P2X purinoceptor 4,surface,machine learning,,2 - putative,2,CY:1-29;TM:30-50;NC:51-338;TM:339-361;CY:362-388,HPA039494,,Membrane (Multi-pass membrane protein)
P2RX7,P2X purinoceptor 7,surface,pos. trainingset,,1 - high confidence,2,CY:1-28;TM:29-47;NC:48-329;TM:330-355;CY:356-595,HPA034968;HPA042013;HPA044141,,Cell membrane (Multi-pass membrane protein)
P2RY10,Putative P2Y purinoceptor 10,surface,pos. trainingset,,1 - high confidence,7,NC:1-37;TM:38-60;CY:61-69;TM:70-95;NC:96-100;TM:101-129;CY:130-149;TM:150-170;NC:171-191;TM:192-219;CY:220-241;TM:242-265;NC:266-284;TM:285-308;CY:309-339,HPA036757,,Cell membrane (Multi-pass membrane protein)
P2RY11,P2Y purinoceptor 11,surface,pos. trainingset,,1 - high confidence,7,NC:1-29;TM:30-52;CY:53-63;TM:64-88;NC:89-112;TM:113-135;CY:136-145;TM:146-166;NC:167-203;TM:204-226;CY:227-245;TM:246-266;NC:267-307;TM:308-330;CY:331-374,HPA014232,,Cell membrane (Multi-pass membrane protein)
P2RY8,P2Y purinoceptor 8,surface,pos. trainingset,,1 - high confidence,7,NC:1-19;TM:20-45;CY:46-57;TM:58-82;NC:83-87;TM:88-106;CY:107-138;TM:139-159;NC:160-187;TM:188-214;CY:215-234;TM:235-261;NC:262-273;TM:274-296;CY:297-359,HPA003631,,Cell membrane (Multi-pass membrane protein)
PANX1,Pannexin-1,surface,pos. trainingset,,1 - high confidence,4,CY:1-36;TM:37-55;NC:56-107;TM:108-127;CY:128-213;TM:214-235;NC:236-266;TM:267-292;CY:293-426,HPA016930,DB01032,"Cell junction, gap junction;Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein)"
PARM1,Prostate androgen-regulated mucin-like protein 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-20;NC:21-257;TM:258-280;CY:281-310,HPA038236,,Cell membrane (Single-pass type I membrane protein);Endosome membrane (Single-pass type I membrane protein);Golgi apparatus membrane (Single- pass type I membrane protein)
PCDH1,Protocadherin-1,surface,pos. trainingset,,1 - high confidence,1,SP:1-57;NC:58-852;TM:853-874;CY:875-1060,HPA047720;HPA050538,,Cell junction;Cell membrane (Single-pass type I membrane protein)
PCDH15,Protocadherin-15,surface,pos. trainingset,,1 - high confidence,1,SP:1-26;NC:27-1375;TM:1376-1397;CY:1398-1955,no,,Cell membrane (Single-pass type I membrane protein);Secreted
PCDH17,Protocadherin-17,surface,pos. trainingset,,1 - high confidence,1,SP:1-17;NC:18-705;TM:706-728;CY:729-1159,HPA026817,,Cell membrane (Single-pass type I membrane protein)
PCDH18,Protocadherin-18,surface,pos. trainingset,,1 - high confidence,1,SP:1-27;NC:28-697;TM:698-722;CY:723-1135,HPA017976,,Cell membrane (Single-pass type I membrane protein)
PCDH19,Protocadherin-19,surface,pos. trainingset,,1 - high confidence,1,SP:1-21;NC:22-677;TM:678-701;CY:702-1148,HPA027533,,Cell membrane (Single-pass type I membrane protein)
PCDH20,Protocadherin-20,surface,pos. trainingset,,1 - high confidence,1,SP:1-65;NC:66-889;TM:890-913;CY:914-951,no,,Cell membrane (Single-pass type I membrane protein)
PCDH7,Protocadherin-7,surface,pos. trainingset,,1 - high confidence,1,SP:1-30;NC:31-877;TM:878-901;CY:902-1069,HPA011866,,Cell membrane (Single-pass type I membrane protein)
PCDH9,Protocadherin-9,surface,pos. trainingset,,1 - high confidence,1,SP:1-23;NC:24-811;TM:812-836;CY:837-1237,HPA015581,,Cell membrane (Single-pass type I membrane protein)
PCDHA10,Protocadherin alpha-10,surface,pos. trainingset,,1 - high confidence,1,SP:1-27;NC:28-695;TM:696-717;CY:718-948,no,,Cell membrane (Single-pass type I membrane protein);Secreted
PCDHA11,Protocadherin alpha-11,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-696;TM:697-719;CY:720-949,no,,Cell membrane (Single-pass type I membrane protein)
PCDHA6,Protocadherin alpha-6,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-697;TM:698-719;CY:720-950,no,,Cell membrane (Single-pass type I membrane protein);Secreted
PCDHGA12,Protocadherin gamma-A12,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-689;TM:690-714;CY:715-932,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PCDHGA9,Protocadherin gamma-A9,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-690;TM:691-714;CY:715-932,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PCDHGB1,Protocadherin gamma-B1,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-684;TM:685-709;CY:710-927,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PCDHGB4,Protocadherin gamma-B4,surface,pos. trainingset,,1 - high confidence,1,SP:1-30;NC:31-686;TM:687-711;CY:712-923,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PCDHGB5,Protocadherin gamma-B5,surface,pos. trainingset,,1 - high confidence,1,SP:1-30;NC:31-684;TM:685-709;CY:710-923,no,,Cell membrane (Single-pass type I membrane protein)
PCDHGB7,Protocadherin gamma-B7,surface,pos. trainingset,,1 - high confidence,1,SP:1-30;NC:31-689;TM:690-713;CY:714-929,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PCDHGC3,Protocadherin gamma-C3,surface,pos. trainingset,,1 - high confidence,1,SP:1-31;NC:32-691;TM:692-718;CY:719-934,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PCDHGC5,Protocadherin gamma-C5,surface,pos. trainingset,,1 - high confidence,1,SP:1-29;NC:30-689;TM:690-712;CY:713-944,HPA008755,,Cell membrane (Single-pass type I membrane protein)
PDCD1,Programmed cell death protein 1,surface,machine learning,CD279,1 - high confidence,1,SP:1-24;NC:25-167;TM:168-192;CY:193-288,HPA035981;CAB038418,,Membrane (Single-pass type I membrane protein)
PDCD1LG2,Programmed cell death 1 ligand 2,surface,pos. trainingset,CD273,1 - high confidence,1,SP:1-19;NC:20-220;TM:221-243;CY:244-273,HPA013411,,Cell membrane (Single-pass type I membrane protein);Endomembrane system (Single-pass type I membrane protein);Secreted
PDGFRA,Platelet-derived growth factor receptor alpha,surface,pos. trainingset,CD140a,1 - high confidence,1,SP:1-28;NC:29-525;TM:526-549;CY:550-1089,CAB018143,DB00102;DB00619;DB01268;DB06589;DB08896;DB08901,Cell membrane (Single- pass type I membrane protein)
PDGFRB,Platelet-derived growth factor receptor beta,surface,pos. trainingset,CD140b,1 - high confidence,1,SP:1-32;NC:33-532;TM:533-556;CY:557-1106,CAB003842;CAB018144;HPA028499,DB00102;DB00398;DB00619;DB01254;DB01268;DB06589;DB08896,Cell membrane (Single-pass type I membrane protein);Cytoplasmic vesicle;Lysosome lumen
PEAR1,Platelet endothelial aggregation receptor 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-18;NC:19-753;TM:754-777;CY:778-1037,HPA035217,,Cell membrane (Single-pass membrane protein)
PECAM1,Platelet endothelial cell adhesion molecule,surface,pos. trainingset,CD31,1 - high confidence,1,SP:1-27;NC:28-602;TM:603-624;CY:625-738,no,,Cell junction;Cell junction;Cell membrane (Lipid-anchor);Cell membrane (Single-pass type I membrane protein)
PGAP1,GPI inositol-deacylase,surface,machine learning,,2 - putative,7,CY:1-11;TM:12-32;NC:33-637;TM:638-655;CY:656-666;TM:667-690;NC:691-733;TM:734-759;CY:760-818;TM:819-838;NC:839-853;TM:854-873;CY:874-889;TM:890-915;NC:916-922,HPA069704,,Endoplasmic reticulum membrane (Multi-pass membrane protein)
PI16,Peptidase inhibitor 16,surface,machine learning,,1 - high confidence,1,SP:1-27;NC:28-443;TM:444-462;CY:463-463,HPA043763,,Membrane (Single-pass type I membrane protein)
PIEZO1,Piezo-type mechanosensitive ion channel component 1,surface,pos. trainingset,,1 - high confidence,39,NC:1-11;TM:12-41;CY:42-61;TM:62-84;NC:85-121;TM:122-143;CY:144-189;TM:190-212;NC:213-217;TM:218-236;CY:237-247;TM:248-269;NC:270-309;TM:310-329;CY:330-411;TM:412-432;NC:433-437;TM:438-456;CY:457-462;TM:463-484;NC:485-508;TM:509-530;CY:531-578;TM:579-596;NC:597-601;TM:602-621;CY:622-627;TM:628-648;NC:649-679;TM:680-701;CY:702-807;TM:808-825;NC:826-830;TM:831-847;CY:848-853;TM:854-873;NC:874-926;TM:927-946;CY:947-984;TM:985-1007;NC:1008-1012;TM:1013-1029;CY:1030-1040;TM:1041-1063;NC:1064-1161;TM:1162-1179;CY:1180-1185;TM:1186-1205;NC:1206-1217;TM:1218-1240;CY:1241-1246;TM:1247-1264;NC:1265-1283;TM:1284-1302;CY:1303-1677;TM:1678-1697;NC:1698-1702;TM:1703-1722;CY:1723-1728;TM:1729-1749;NC:1750-1786;TM:1787-1806;CY:1807-1959;TM:1960-1983;NC:1984-2002;TM:2003-2022;CY:2023-2030;TM:2031-2052;NC:2053-2063;TM:2064-2081;CY:2082-2100;TM:2101-2121;NC:2122-2132;TM:2133-2149;CY:2150-2169;TM:2170-2193;NC:2194-2432;TM:2433-2455;CY:2456-2521,HPA047185,,Cell membrane (Multi-pass membrane protein);Endoplasmic reticulum membrane (Multi-pass membrane protein);Endoplasmic reticulum-Golgi intermediate compartment membrane
PIEZO2,Piezo-type mechanosensitive ion channel component 2,surface,machine learning,,2 - putative,39,SP:1-20;NC:21-29;TM:30-47;CY:48-58;TM:59-81;NC:82-119;TM:120-140;CY:141-213;TM:214-232;NC:233-237;TM:238-259;CY:260-265;TM:266-289;NC:290-336;TM:337-356;CY:357-485;TM:486-509;NC:510-514;TM:515-533;CY:534-541;TM:542-561;NC:562-582;TM:583-600;CY:601-676;TM:677-698;NC:699-703;TM:704-724;CY:725-734;TM:735-754;NC:755-786;TM:787-808;CY:809-931;TM:932-952;NC:953-957;TM:958-976;CY:977-980;TM:981-1001;NC:1002-1053;TM:1054-1074;CY:1075-1116;TM:1117-1135;NC:1136-1140;TM:1141-1157;CY:1158-1168;TM:1169-1190;NC:1191-1222;TM:1223-1242;CY:1243-1290;TM:1291-1307;NC:1308-1312;TM:1313-1336;CY:1337-1347;TM:1348-1372;NC:1373-1404;TM:1405-1424;CY:1425-1906;TM:1907-1930;NC:1931-1935;TM:1936-1957;CY:1958-1963;TM:1964-1982;NC:1983-2014;TM:2015-2033;CY:2034-2188;TM:2189-2211;NC:2212-2230;TM:2231-2251;CY:2252-2259;TM:2260-2278;NC:2279-2289;TM:2290-2310;CY:2311-2328;TM:2329-2348;NC:2349-2361;TM:2362-2381;CY:2382-2401;TM:2402-2423;NC:2424-2661;TM:2662-2684;CY:2685-2752,HPA015986;HPA031974;HPA040616,,Membrane (Multi-pass membrane protein)
PIGT,GPI transamidase component PIG-T,surface,machine learning,,1 - high confidence,1,SP:1-23;NC:24-523;TM:524-547;CY:548-578,no,,Endoplasmic reticulum membrane (Single-pass type I membrane protein)
PILRA,Paired immunoglobulin-like type 2 receptor alpha,surface,pos. trainingset,,1 - high confidence,1,SP:1-19;NC:20-196;TM:197-220;CY:221-303,HPA051219,,Cell membrane (Single-pass type I membrane protein);Cell membrane (Single-pass type I membrane protein);Secreted;Secreted
PKD2,Polycystin-2,surface,machine learning,,2 - putative,6,CY:1-223;TM:224-248;NC:249-467;TM:468-489;CY:490-508;TM:509-527;NC:528-553;TM:554-576;CY:577-596;TM:597-619;NC:620-658;TM:659-680;CY:681-968,CAB004544;HPA015794;HPA055297,,"Cell projection, cilium membrane (Multi-pass membrane protein);Endoplasmic reticulum"
PKHD1L1,Fibrocystin-L,surface,machine learning,,1 - high confidence,1,SP:1-20;NC:21-4207;TM:4208-4233;CY:4234-4243,HPA044458,,Membrane (Single-pass membrane protein)
PLA2R1,Secretory phospholipase A2 receptor,surface,pos. trainingset,,1 - high confidence,1,SP:1-20;NC:21-1397;TM:1398-1421;CY:1422-1463,HPA012657;CAB068217;CAB068218,,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted
PLAUR,Urokinase plasminogen activator surface receptor,surface,GPI (UniProt),CD87,1 - high confidence,0,SP:1-22;NC:23-335,HPA050843,DB00009;DB00013;DB00015;DB00029;DB00031,"Cell membrane;Cell projection, invadopodium membrane;Cell membrane (Lipid-anchor, GPI- anchor);Secreted"
PLVAP,Plasmalemma vesicle-associated protein,surface,pos. trainingset,,1 - high confidence,1,CY:1-26;TM:27-49;NC:50-442,HPA002279,,"Cell membrane (Single-pass type II membrane protein);Cytoplasm, perinuclear region;Membrane, caveola (Single-pass type II membrane protein)"
PLXDC1,Plexin domain-containing protein 1,surface,pos. trainingset,,1 - high confidence,1,SP:1-18;NC:19-422;TM:423-447;CY:448-500,HPA012805,,"Cell junction, tight junction;Cell membrane (Single-pass type I membrane protein);Secreted;Secreted;Cytoplasm"
PLXNA1,Plexin-A1,surface,pos. trainingset,,1 - high confidence,1,SP:1-26;NC:27-1242;TM:1243-1267;CY:1268-1896,HPA007499;CAB012483,,Cell membrane (Single-pass type I membrane protein)
PLXNA2,Plexin-A2,surface,pos. trainingset,,1 - high confidence,1,SP:1-34;NC:35-1235;TM:1236-1260;CY:1261-1894,CAB009763,,Cell membrane (Single-pass type I membrane protein)
PLXNA3,Plexin-A3,surface,pos. trainingset,,1 - high confidence,1,SP:1-19;NC:20-1219;TM:1220-1242;CY:1243-1871,no,,Cell membrane (Single-pass type I membrane protein)
PLXNA4,Plexin-A4,surface,pos. trainingset,,1 - high confidence,1,SP:1-28;NC:29-1235;TM:1236-1260;CY:1261-1894,HPA029919;HPA052141,,Cell membrane (Single-pass type I membrane protein)
PLXNB1,Plexin-B1,surface,pos. trainingset,,1 - high confidence,1,SP:1-19;NC:20-1487;TM:1488-1511;CY:1512-2135,HPA040586,,Cell membrane (Single-pass type I membrane protein);Secreted;Secreted
PLXNB2,Plexin-B2,surface,pos. trainingset,,1 - high confidence,1,SP:1-18;NC:19-1199;TM:1200-1221;CY:1222-1838,HPA003100,,Cell membrane (Single-pass type I membrane protein)
PLXNB3,Plexin-B3,surface,pos. trainingset,,1 - high confidence,1,SP:1-43;NC:44-1254;TM:1255-1276;CY:1277-1909,HPA048046,,Cell membrane (Single-pass type I membrane protein)
PLXNC1,Plexin-C1,surface,machine learning,CD232,1 - high confidence,1,SP:1-34;NC:35-944;TM:945-966;CY:967-1568,CAB026155,,Membrane (Single-pass type I membrane protein)
PLXND1,Plexin-D1,surface,pos. trainingset,,1 - high confidence,1,SP:1-46;NC:47-1270;TM:1271-1294;CY:1295-1925,CAB020819,,Cell membrane (Single-pass membrane protein)
PMEL,Melanocyte protein PMEL,surface,machine learning,,1 - high confidence,1,SP:1-23;NC:24-595;TM:596-616;CY:617-661,HPA031649,,"Endoplasmic reticulum membrane (Single-pass type I membrane protein);Endosome, multivesicular body;Golgi apparatus;Melanosome;Secreted"
PMEPA1,Protein TMEPAI,surface,machine learning,,1 - high confidence,1,NC:1-40;TM:41-65;CY:66-287,no,,Early endosome membrane (Single-pass membrane protein);Golgi apparatus membrane (Single-pass membrane protein)
PODXL,Podocalyxin,surface,pos. trainingset,,1 - high confidence,1,SP:1-22;NC:23-459;TM:460-482;CY:483-558,HPA002110;CAB016169;HPA045507;CAB062558;CAB068219;CAB068220,,"Apical cell membrane;Cell projection, filopodium;Cell projection, lamellipodium;Cell projection, microvillus;Cell projection, ruffle;Membrane (Single-pass type I membrane protein);Membrane raft"
PODXL2,Podocalyxin-like protein 2,surface,machine learning,,1 - high confidence,1,SP:1-33;NC:34-499;TM:500-523;CY:524-605,CAB024934;HPA042265,,Membrane (Single-pass type I membrane protein)
PRNP,Major prion protein,surface,GPI (UniProt),CD230,1 - high confidence,0,SP:1-22;NC:23-253,HPA042754;HPA043398,DB00759,"Cell membrane (Lipid-anchor, GPI-anchor);Golgi apparatus;Cytoplasm;Nucleus"
