UniProt gene,UniProt description,Surfaceome Label,Surfaceome Label Source,CD number,CSPA category,TM domains,topology,HPA antibody,DrugBank approved drug IDs,UniProt subcellular
OR52A1,Olfactory receptor 52A1,surface,pos. trainingset,,,7,NC:1-27;TM:28-49;CY:50-60;TM:61-80;NC:81-100;TM:101-122;CY:123-141;TM:142-165;NC:166-199;TM:200-223;CY:224-241;TM:242-263;NC:264-273;TM:274-295;CY:296-312,no,,Cell membrane (Multi-pass membrane protein)
OR52A5,Olfactory receptor 52A5,surface,pos. trainingset,,,7,NC:1-28;TM:29-50;CY:51-61;TM:62-82;NC:83-102;TM:103-122;CY:123-141;TM:142-164;NC:165-199;TM:200-223;CY:224-241;TM:242-263;NC:264-273;TM:274-295;CY:296-316,no,,Cell membrane (Multi-pass membrane protein)
OR52B2,Olfactory receptor 52B2,surface,machine learning,,,7,NC:1-25;TM:26-50;CY:51-60;TM:61-80;NC:81-102;TM:103-122;CY:123-141;TM:142-164;NC:165-197;TM:198-223;CY:224-242;TM:243-262;NC:263-273;TM:274-294;CY:295-323,no,,Cell membrane (Multi-pass membrane protein)
OR52B4,Olfactory receptor 52B4,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-83;NC:84-102;TM:103-125;CY:126-145;TM:146-165;NC:166-197;TM:198-223;CY:224-242;TM:243-262;NC:263-273;TM:274-294;CY:295-314,no,,Cell membrane (Multi-pass membrane protein)
OR52B6,Olfactory receptor 52B6,surface,pos. trainingset,,,7,NC:1-43;TM:44-68;CY:69-79;TM:80-98;NC:99-117;TM:118-139;CY:140-158;TM:159-181;NC:182-214;TM:215-240;CY:241-259;TM:260-280;NC:281-291;TM:292-314;CY:315-335,no,,Cell membrane (Multi-pass membrane protein)
OR52D1,Olfactory receptor 52D1,surface,pos. trainingset,,,7,NC:1-26;TM:27-51;CY:52-62;TM:63-81;NC:82-100;TM:101-123;CY:124-142;TM:143-166;NC:167-198;TM:199-224;CY:225-243;TM:244-264;NC:265-275;TM:276-297;CY:298-318,HPA046965,,Cell membrane (Multi-pass membrane protein)
OR52E2,Olfactory receptor 52E2,surface,pos. trainingset,,,7,NC:1-25;TM:26-50;CY:51-61;TM:62-80;NC:81-100;TM:101-122;CY:123-141;TM:142-166;NC:167-197;TM:198-222;CY:223-240;TM:241-260;NC:261-271;TM:272-295;CY:296-325,HPA045748,,Cell membrane (Multi-pass membrane protein)
OR52E4,Olfactory receptor 52E4,surface,pos. trainingset,,,7,NC:1-25;TM:26-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-142;TM:143-166;NC:167-197;TM:198-222;CY:223-241;TM:242-260;NC:261-271;TM:272-293;CY:294-312,no,,Cell membrane (Multi-pass membrane protein)
OR52E5,Olfactory receptor 52E5,surface,machine learning,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-81;NC:82-100;TM:101-122;CY:123-141;TM:142-166;NC:167-195;TM:196-218;CY:219-237;TM:238-258;NC:259-269;TM:270-292;CY:293-327,no,,Cell membrane (Multi-pass membrane protein)
OR52E6,Olfactory receptor 52E6,surface,pos. trainingset,,,7,NC:1-25;TM:26-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-165;NC:166-197;TM:198-218;CY:219-237;TM:238-261;NC:262-271;TM:272-293;CY:294-313,no,,Cell membrane (Multi-pass membrane protein)
OR52E8,Olfactory receptor 52E8,surface,machine learning,,,7,NC:1-29;TM:30-54;CY:55-65;TM:66-84;NC:85-104;TM:105-126;CY:127-145;TM:146-169;NC:170-206;TM:207-228;CY:229-243;TM:244-265;NC:266-275;TM:276-298;CY:299-317,no,,Cell membrane (Multi-pass membrane protein)
OR52H1,Olfactory receptor 52H1,surface,pos. trainingset,,,7,NC:1-32;TM:33-56;CY:57-67;TM:68-86;NC:87-109;TM:110-129;CY:130-148;TM:149-171;NC:172-203;TM:204-227;CY:228-245;TM:246-268;NC:269-279;TM:280-301;CY:302-320,no,,Cell membrane (Multi-pass membrane protein)
OR52I1,Olfactory receptor 52I1,surface,machine learning,,,7,NC:1-28;TM:29-51;CY:52-62;TM:63-82;NC:83-101;TM:102-124;CY:125-143;TM:144-165;NC:166-202;TM:203-225;CY:226-244;TM:245-267;NC:268-278;TM:279-297;CY:298-324,no,,Cell membrane (Multi-pass membrane protein)
OR52I2,Olfactory receptor 52I2,surface,pos. trainingset,,,7,NC:1-54;TM:55-78;CY:79-88;TM:89-108;NC:109-127;TM:128-150;CY:151-169;TM:170-192;NC:193-228;TM:229-251;CY:252-271;TM:272-293;NC:294-304;TM:305-324;CY:325-350,HPA049343,,Cell membrane (Multi-pass membrane protein)
OR52J3,Olfactory receptor 52J3,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-165;NC:166-198;TM:199-222;CY:223-241;TM:242-261;NC:262-271;TM:272-293;CY:294-311,no,,Cell membrane (Multi-pass membrane protein)
OR52K1,Olfactory receptor 52K1,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-163;NC:164-198;TM:199-223;CY:224-236;TM:237-262;NC:263-273;TM:274-295;CY:296-314,no,,Cell membrane (Multi-pass membrane protein)
OR52K2,Olfactory receptor 52K2,surface,pos. trainingset,,,7,NC:1-25;TM:26-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-163;NC:164-198;TM:199-223;CY:224-241;TM:242-262;NC:263-273;TM:274-295;CY:296-314,no,,Cell membrane (Multi-pass membrane protein)
OR52L1,Olfactory receptor 52L1,surface,pos. trainingset,,,7,NC:1-43;TM:44-66;CY:67-77;TM:78-96;NC:97-115;TM:116-142;CY:143-153;TM:154-176;NC:177-215;TM:216-239;CY:240-257;TM:258-278;NC:279-289;TM:290-311;CY:312-329,no,,Cell membrane (Multi-pass membrane protein)
OR52M1,Olfactory receptor 52M1,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-102;TM:103-122;CY:123-137;TM:138-161;NC:162-200;TM:201-224;CY:225-243;TM:244-264;NC:265-277;TM:278-297;CY:298-317,no,,Cell membrane (Multi-pass membrane protein)
OR52N1,Olfactory receptor 52N1,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-163;NC:164-197;TM:198-223;CY:224-242;TM:243-262;NC:263-273;TM:274-295;CY:296-320,HPA054028,,Cell membrane (Multi-pass membrane protein)
OR52N2,Olfactory receptor 52N2,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-163;NC:164-197;TM:198-223;CY:224-242;TM:243-262;NC:263-273;TM:274-295;CY:296-321,no,,Cell membrane (Multi-pass membrane protein)
OR52N4,Olfactory receptor 52N4,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-99;TM:100-122;CY:123-141;TM:142-163;NC:164-197;TM:198-220;CY:221-239;TM:240-262;NC:263-275;TM:276-295;CY:296-321,no,,Cell membrane (Multi-pass membrane protein)
OR52N5,Olfactory receptor 52N5,surface,pos. trainingset,,,7,NC:1-32;TM:33-56;CY:57-67;TM:68-87;NC:88-106;TM:107-129;CY:130-148;TM:149-171;NC:172-204;TM:205-230;CY:231-249;TM:250-270;NC:271-281;TM:282-303;CY:304-324,no,,Cell membrane (Multi-pass membrane protein)
OR52R1,Olfactory receptor 52R1,surface,machine learning,,,7,NC:1-27;TM:28-51;CY:52-61;TM:62-81;NC:82-100;TM:101-126;CY:127-138;TM:139-160;NC:161-202;TM:203-225;CY:226-244;TM:245-265;NC:266-274;TM:275-296;CY:297-315,no,,Cell membrane (Multi-pass membrane protein)
OR52W1,Olfactory receptor 52W1,surface,pos. trainingset,,,7,NC:1-30;TM:31-53;CY:54-64;TM:65-83;NC:84-102;TM:103-125;CY:126-144;TM:145-167;NC:168-201;TM:202-226;CY:227-239;TM:240-263;NC:264-277;TM:278-299;CY:300-320,no,,Cell membrane (Multi-pass membrane protein)
OR56A1,Olfactory receptor 56A1,surface,pos. trainingset,,,7,NC:1-33;TM:34-54;CY:55-65;TM:66-85;NC:86-104;TM:105-127;CY:128-146;TM:147-169;NC:170-204;TM:205-228;CY:229-244;TM:245-267;NC:268-278;TM:279-300;CY:301-318,no,,Cell membrane (Multi-pass membrane protein)
OR56A3,Olfactory receptor 56A3,surface,pos. trainingset,,,7,NC:1-30;TM:31-51;CY:52-62;TM:63-82;NC:83-102;TM:103-124;CY:125-143;TM:144-166;NC:167-204;TM:205-225;CY:226-245;TM:246-266;NC:267-277;TM:278-298;CY:299-315,no,,Cell membrane (Multi-pass membrane protein)
OR56A4,Olfactory receptor 56A4,surface,pos. trainingset,,,7,NC:1-29;TM:30-50;CY:51-61;TM:62-81;NC:82-100;TM:101-123;CY:124-142;TM:143-162;NC:163-202;TM:203-224;CY:225-243;TM:244-264;NC:265-275;TM:276-297;CY:298-313,no,,Cell membrane (Multi-pass membrane protein)
OR56A5,Olfactory receptor 56A5,surface,machine learning,,,7,NC:1-31;TM:32-54;CY:55-62;TM:63-89;NC:90-100;TM:101-123;CY:124-142;TM:143-164;NC:165-203;TM:204-225;CY:226-244;TM:245-265;NC:266-276;TM:277-297;CY:298-313,no,,Cell membrane (Multi-pass membrane protein)
OR56B1,Olfactory receptor 56B1,surface,pos. trainingset,,,7,NC:1-34;TM:35-57;CY:58-68;TM:69-88;NC:89-107;TM:108-129;CY:130-148;TM:149-170;NC:171-209;TM:210-232;CY:233-252;TM:253-272;NC:273-278;TM:279-302;CY:303-324,HPA045043,,Cell membrane (Multi-pass membrane protein)
OR56B4,Olfactory receptor 56B4,surface,pos. trainingset,,,7,NC:1-31;TM:32-53;CY:54-64;TM:65-85;NC:86-104;TM:105-126;CY:127-145;TM:146-168;NC:169-206;TM:207-228;CY:229-248;TM:249-269;NC:270-274;TM:275-298;CY:299-319,no,,Cell membrane (Multi-pass membrane protein)
OR5A1,Olfactory receptor 5A1,surface,pos. trainingset,,,7,NC:1-27;TM:28-51;CY:52-62;TM:63-81;NC:82-100;TM:101-123;CY:124-142;TM:143-163;NC:164-200;TM:201-224;CY:225-243;TM:244-263;NC:264-275;TM:276-295;CY:296-315,no,,Cell membrane (Multi-pass membrane protein)
OR5A2,Olfactory receptor 5A2,surface,pos. trainingset,,,7,NC:1-25;TM:26-49;CY:50-60;TM:61-79;NC:80-98;TM:99-120;CY:121-130;TM:131-155;NC:156-198;TM:199-222;CY:223-241;TM:242-261;NC:262-273;TM:274-293;CY:294-324,HPA047135;HPA049575,,Cell membrane (Multi-pass membrane protein)
OR5AC2,Olfactory receptor 5AC2,surface,pos. trainingset,,,7,NC:1-24;TM:25-50;CY:51-61;TM:62-81;NC:82-102;TM:103-122;CY:123-141;TM:142-160;NC:161-196;TM:197-220;CY:221-239;TM:240-262;NC:263-274;TM:275-294;CY:295-309,no,,Cell membrane (Multi-pass membrane protein)
OR5AK2,Olfactory receptor 5AK2,surface,pos. trainingset,,,7,NC:1-22;TM:23-48;CY:49-58;TM:59-78;NC:79-97;TM:98-120;CY:121-131;TM:132-152;NC:153-195;TM:196-221;CY:222-240;TM:241-260;NC:261-271;TM:272-292;CY:293-309,no,,Cell membrane (Multi-pass membrane protein)
OR5AN1,Olfactory receptor 5AN1,surface,pos. trainingset,,,7,NC:1-24;TM:25-49;CY:50-60;TM:61-79;NC:80-98;TM:99-120;CY:121-130;TM:131-153;NC:154-194;TM:195-222;CY:223-241;TM:242-262;NC:263-273;TM:274-293;CY:294-311,no,,Cell membrane (Multi-pass membrane protein)
OR5AP2,Olfactory receptor 5AP2,surface,pos. trainingset,,,7,NC:1-30;TM:31-54;CY:55-62;TM:63-81;NC:82-104;TM:105-125;CY:126-135;TM:136-157;NC:158-206;TM:207-232;CY:233-243;TM:244-266;NC:267-278;TM:279-298;CY:299-316,no,,Cell membrane (Multi-pass membrane protein)
OR5AR1,Olfactory receptor 5AR1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-99;TM:100-120;CY:121-139;TM:140-160;NC:161-204;TM:205-226;CY:227-237;TM:238-260;NC:261-272;TM:273-292;CY:293-310,no,,Cell membrane (Multi-pass membrane protein)
OR5AS1,Olfactory receptor 5AS1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-119;CY:120-137;TM:138-157;NC:158-196;TM:197-221;CY:222-241;TM:242-261;NC:262-272;TM:273-292;CY:293-324,no,,Cell membrane (Multi-pass membrane protein)
OR5AU1,Olfactory receptor 5AU1,surface,pos. trainingset,,,7,NC:1-76;TM:77-100;CY:101-112;TM:113-133;NC:134-151;TM:152-171;CY:172-190;TM:191-209;NC:210-247;TM:248-272;CY:273-291;TM:292-311;NC:312-323;TM:324-343;CY:344-362,no,,Cell membrane (Multi-pass membrane protein)
OR5B12,Olfactory receptor 5B12,surface,pos. trainingset,,,7,NC:1-22;TM:23-44;CY:45-55;TM:56-76;NC:77-96;TM:97-117;CY:118-136;TM:137-156;NC:157-194;TM:195-219;CY:220-238;TM:239-258;NC:259-270;TM:271-290;CY:291-314,no,,Cell membrane (Multi-pass membrane protein)
OR5B17,Olfactory receptor 5B17,surface,pos. trainingset,,,7,NC:1-23;TM:24-46;CY:47-57;TM:58-76;NC:77-95;TM:96-113;CY:114-136;TM:137-156;NC:157-194;TM:195-220;CY:221-239;TM:240-259;NC:260-270;TM:271-290;CY:291-314,no,,Cell membrane (Multi-pass membrane protein)
OR5B2,Olfactory receptor 5B2,surface,pos. trainingset,,,7,NC:1-22;TM:23-48;CY:49-56;TM:57-76;NC:77-95;TM:96-114;CY:115-134;TM:135-158;NC:159-195;TM:196-223;CY:224-234;TM:235-258;NC:259-270;TM:271-290;CY:291-309,no,,Cell membrane (Multi-pass membrane protein)
OR5B21,Olfactory receptor 5B21,surface,pos. trainingset,,,7,NC:1-22;TM:23-46;CY:47-57;TM:58-76;NC:77-95;TM:96-114;CY:115-134;TM:135-156;NC:157-195;TM:196-222;CY:223-233;TM:234-257;NC:258-269;TM:270-289;CY:290-309,no,,Cell membrane (Multi-pass membrane protein)
OR5B3,Olfactory receptor 5B3,surface,pos. trainingset,,,7,NC:1-23;TM:24-46;CY:47-57;TM:58-79;NC:80-98;TM:99-118;CY:119-137;TM:138-156;NC:157-195;TM:196-219;CY:220-239;TM:240-259;NC:260-270;TM:271-290;CY:291-314,no,,Cell membrane (Multi-pass membrane protein)
OR5C1,Olfactory receptor 5C1,surface,pos. trainingset,,,7,NC:1-28;TM:29-52;CY:53-63;TM:64-82;NC:83-101;TM:102-124;CY:125-143;TM:144-164;NC:165-200;TM:201-225;CY:226-245;TM:246-264;NC:265-276;TM:277-296;CY:297-320,no,,Cell membrane (Multi-pass membrane protein)
OR5D13,Olfactory receptor 5D13,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-59;TM:60-80;NC:81-99;TM:100-122;CY:123-141;TM:142-165;NC:166-200;TM:201-223;CY:224-242;TM:243-263;NC:264-269;TM:270-292;CY:293-314,no,,Cell membrane (Multi-pass membrane protein)
OR5D14,Olfactory receptor 5D14,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-80;NC:81-100;TM:101-122;CY:123-141;TM:142-167;NC:168-198;TM:199-223;CY:224-242;TM:243-262;NC:263-274;TM:275-294;CY:295-314,no,,Cell membrane (Multi-pass membrane protein)
OR5D16,Olfactory receptor 5D16,surface,pos. trainingset,,,7,NC:1-26;TM:27-51;CY:52-61;TM:62-83;NC:84-102;TM:103-122;CY:123-141;TM:142-164;NC:165-198;TM:199-223;CY:224-242;TM:243-262;NC:263-274;TM:275-294;CY:295-328,HPA046711,,Cell membrane (Multi-pass membrane protein)
OR5D18,Olfactory receptor 5D18,surface,pos. trainingset,,,7,NC:1-26;TM:27-49;CY:50-60;TM:61-79;NC:80-98;TM:99-121;CY:122-140;TM:141-161;NC:162-197;TM:198-222;CY:223-241;TM:242-260;NC:261-271;TM:272-291;CY:292-313,no,,Cell membrane (Multi-pass membrane protein)
OR5F1,Olfactory receptor 5F1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-98;TM:99-120;CY:121-139;TM:140-158;NC:159-199;TM:200-222;CY:223-240;TM:241-260;NC:261-271;TM:272-292;CY:293-314,HPA059360,,Cell membrane (Multi-pass membrane protein)
OR5H1,Olfactory receptor 5H1,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-56;TM:57-78;NC:79-98;TM:99-120;CY:121-139;TM:140-158;NC:159-195;TM:196-221;CY:222-240;TM:241-261;NC:262-274;TM:275-292;CY:293-313,no,,Cell membrane (Multi-pass membrane protein)
OR5H14,Olfactory receptor 5H14,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-58;TM:59-79;NC:80-98;TM:99-120;CY:121-139;TM:140-158;NC:159-194;TM:195-221;CY:222-240;TM:241-261;NC:262-274;TM:275-292;CY:293-310,no,,Cell membrane (Multi-pass membrane protein)
OR5H15,Olfactory receptor 5H15,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-56;TM:57-78;NC:79-98;TM:99-120;CY:121-139;TM:140-158;NC:159-194;TM:195-221;CY:222-240;TM:241-260;NC:261-274;TM:275-293;CY:294-313,no,,Cell membrane (Multi-pass membrane protein)
OR5H2,Olfactory receptor 5H2,surface,pos. trainingset,,,7,NC:1-31;TM:32-55;CY:56-61;TM:62-83;NC:84-102;TM:103-125;CY:126-144;TM:145-163;NC:164-198;TM:199-222;CY:223-241;TM:242-265;NC:266-277;TM:278-297;CY:298-314,no,,Cell membrane (Multi-pass membrane protein)
OR5H6,Olfactory receptor 5H6,surface,pos. trainingset,,,7,NC:1-41;TM:42-64;CY:65-75;TM:76-94;NC:95-113;TM:114-136;CY:137-155;TM:156-174;NC:175-210;TM:211-237;CY:238-249;TM:250-271;NC:272-290;TM:291-308;CY:309-325,no,,Cell membrane (Multi-pass membrane protein)
OR5I1,Olfactory receptor 5I1,surface,pos. trainingset,,,7,NC:1-26;TM:27-50;CY:51-61;TM:62-81;NC:82-100;TM:101-122;CY:123-142;TM:143-167;NC:168-203;TM:204-224;CY:225-243;TM:244-262;NC:263-274;TM:275-294;CY:295-314,no,,Cell membrane (Multi-pass membrane protein)
OR5J2,Olfactory receptor 5J2,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-140;TM:141-161;NC:162-196;TM:197-221;CY:222-240;TM:241-261;NC:262-272;TM:273-292;CY:293-312,HPA059466,,Cell membrane (Multi-pass membrane protein)
OR5K1,Olfactory receptor 5K1,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-162;NC:163-196;TM:197-222;CY:223-240;TM:241-260;NC:261-271;TM:272-292;CY:293-308,no,,Cell membrane (Multi-pass membrane protein)
OR5K2,Olfactory receptor 5K2,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-162;NC:163-196;TM:197-222;CY:223-240;TM:241-260;NC:261-271;TM:272-292;CY:293-316,no,,Cell membrane (Multi-pass membrane protein)
OR5K3,Olfactory receptor 5K3,surface,pos. trainingset,,,7,NC:1-25;TM:26-50;CY:51-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-158;NC:159-196;TM:197-221;CY:222-234;TM:235-258;NC:259-269;TM:270-290;CY:291-321,no,,Cell membrane (Multi-pass membrane protein)
OR5K4,Olfactory receptor 5K4,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-162;NC:163-200;TM:201-225;CY:226-237;TM:238-259;NC:260-270;TM:271-289;CY:290-321,no,,Cell membrane (Multi-pass membrane protein)
OR5L1,Olfactory receptor 5L1,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-141;TM:142-166;NC:167-197;TM:198-221;CY:222-240;TM:241-259;NC:260-273;TM:274-292;CY:293-311,HPA047524,,Cell membrane (Multi-pass membrane protein)
OR5L2,Olfactory receptor 5L2,surface,pos. trainingset,,,7,NC:1-26;TM:27-48;CY:49-58;TM:59-79;NC:80-98;TM:99-120;CY:121-140;TM:141-162;NC:163-197;TM:198-221;CY:222-240;TM:241-259;NC:260-273;TM:274-292;CY:293-311,HPA047524,,Cell membrane (Multi-pass membrane protein)
OR5M1,Olfactory receptor 5M1,surface,machine learning,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-77;NC:78-96;TM:97-119;CY:120-139;TM:140-158;NC:159-197;TM:198-221;CY:222-241;TM:242-261;NC:262-272;TM:273-292;CY:293-315,no,,Cell membrane (Multi-pass membrane protein)
OR5M10,Olfactory receptor 5M10,surface,machine learning,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-77;NC:78-96;TM:97-119;CY:120-139;TM:140-158;NC:159-197;TM:198-221;CY:222-241;TM:242-261;NC:262-272;TM:273-292;CY:293-315,no,,Cell membrane (Multi-pass membrane protein)
OR5M11,Olfactory receptor 5M11,surface,machine learning,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-98;TM:99-119;CY:120-138;TM:139-161;NC:162-197;TM:198-221;CY:222-240;TM:241-260;NC:261-271;TM:272-291;CY:292-305,no,,Cell membrane (Multi-pass membrane protein)
OR5M3,Olfactory receptor 5M3,surface,pos. trainingset,,,7,NC:1-22;TM:23-46;CY:47-56;TM:57-75;NC:76-94;TM:95-118;CY:119-137;TM:138-161;NC:162-196;TM:197-220;CY:221-239;TM:240-258;NC:259-270;TM:271-290;CY:291-307,no,,Cell membrane (Multi-pass membrane protein)
OR5M8,Olfactory receptor 5M8,surface,pos. trainingset,,,7,NC:1-23;TM:24-47;CY:48-58;TM:59-76;NC:77-96;TM:97-119;CY:120-138;TM:139-157;NC:158-198;TM:199-220;CY:221-240;TM:241-259;NC:260-271;TM:272-291;CY:292-311,no,,Cell membrane (Multi-pass membrane protein)
OR5M9,Olfactory receptor 5M9,surface,pos. trainingset,,,7,NC:1-22;TM:23-46;CY:47-57;TM:58-75;NC:76-95;TM:96-118;CY:119-137;TM:138-162;NC:163-196;TM:197-220;CY:221-239;TM:240-258;NC:259-270;TM:271-290;CY:291-310,no,,Cell membrane (Multi-pass membrane protein)
OR5P2,Olfactory receptor 5P2,surface,pos. trainingset,,,7,NC:1-24;TM:25-44;CY:45-55;TM:56-74;NC:75-93;TM:94-116;CY:117-136;TM:137-161;NC:162-193;TM:194-219;CY:220-238;TM:239-257;NC:258-268;TM:269-288;CY:289-322,no,,Cell membrane (Multi-pass membrane protein)
OR5P3,Olfactory receptor 5P3,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-160;NC:161-199;TM:200-223;CY:224-242;TM:243-261;NC:262-272;TM:273-292;CY:293-311,HPA060787,,Cell membrane (Multi-pass membrane protein)
OR5R1,Olfactory receptor 5R1,surface,pos. trainingset,,,7,NC:1-27;TM:28-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-196;TM:197-221;CY:222-241;TM:242-261;NC:262-272;TM:273-292;CY:293-324,HPA049992,,Cell membrane (Multi-pass membrane protein)
OR5T1,Olfactory receptor 5T1,surface,pos. trainingset,,,7,NC:1-36;TM:37-59;CY:60-70;TM:71-90;NC:91-110;TM:111-132;CY:133-151;TM:152-173;NC:174-209;TM:210-233;CY:234-252;TM:253-272;NC:273-283;TM:284-304;CY:305-326,HPA050952,,Cell membrane (Multi-pass membrane protein)
OR5T2,Olfactory receptor 5T2,surface,pos. trainingset,,,7,NC:1-64;TM:65-87;CY:88-98;TM:99-117;NC:118-136;TM:137-159;CY:160-178;TM:179-198;NC:199-236;TM:237-260;CY:261-279;TM:280-299;NC:300-310;TM:311-331;CY:332-359,HPA061909;HPA062599,,Cell membrane (Multi-pass membrane protein)
OR5T3,Olfactory receptor 5T3,surface,pos. trainingset,,,7,NC:1-54;TM:55-78;CY:79-89;TM:90-108;NC:109-128;TM:129-150;CY:151-169;TM:170-192;NC:193-227;TM:228-252;CY:253-271;TM:272-290;NC:291-301;TM:302-322;CY:323-340,HPA044986,,Cell membrane (Multi-pass membrane protein)
OR5V1,Olfactory receptor 5V1,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-58;TM:59-78;NC:79-97;TM:98-120;CY:121-138;TM:139-158;NC:159-197;TM:198-221;CY:222-240;TM:241-260;NC:261-272;TM:273-292;CY:293-321,HPA046707,,Cell membrane (Multi-pass membrane protein)
OR5W2,Olfactory receptor 5W2,surface,pos. trainingset,,,7,NC:1-25;TM:26-48;CY:49-59;TM:60-78;NC:79-97;TM:98-120;CY:121-139;TM:140-162;NC:163-196;TM:197-223;CY:224-236;TM:237-260;NC:261-274;TM:275-292;CY:293-310,no,,Cell membrane (Multi-pass membrane protein)
OR6A2,Olfactory receptor 6A2,surface,pos. trainingset,,,7,NC:1-23;TM:24-48;CY:49-59;TM:60-79;NC:80-105;TM:106-125;CY:126-144;TM:145-167;NC:168-204;TM:205-226;CY:227-245;TM:246-265;NC:266-277;TM:278-297;CY:298-327,no,,Cell membrane (Multi-pass membrane protein)
OR6B1,Olfactory receptor 6B1,surface,pos. trainingset,,,7,NC:1-24;TM:25-48;CY:49-59;TM:60-79;NC:80-98;TM:99-120;CY:121-139;TM:140-162;NC:163-199;TM:200-223;CY:224-234;TM:235-258;NC:259-270;TM:271-290;CY:291-311,HPA053164,,Cell membrane (Multi-pass membrane protein)
OR6B2,Olfactory receptor 6B2,surface,machine learning,,,7,NC:1-24;TM:25-48;CY:49-58;TM:59-75;NC:76-100;TM:101-120;CY:121-139;TM:140-160;NC:161-199;TM:200-221;CY:222-238;TM:239-260;NC:261-272;TM:273-292;CY:293-312,HPA047529,,Cell membrane (Multi-pass membrane protein)
OR6B3,Olfactory receptor 6B3,surface,pos. trainingset,,,7,NC:1-24;TM:25-47;CY:48-58;TM:59-75;NC:76-100;TM:101-120;CY:121-139;TM:140-160;NC:161-199;TM:200-221;CY:222-234;TM:235-260;NC:261-272;TM:273-292;CY:293-331,HPA047529,,Cell membrane (Multi-pass membrane protein)
OR6C1,Olfactory receptor 6C1,surface,pos. trainingset,,,7,NC:1-21;TM:22-46;CY:47-57;TM:58-76;NC:77-95;TM:96-118;CY:119-137;TM:138-161;NC:162-194;TM:195-219;CY:220-238;TM:239-258;NC:259-270;TM:271-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C2,Olfactory receptor 6C2,surface,pos. trainingset,,,7,NC:1-21;TM:22-46;CY:47-58;TM:59-79;NC:80-98;TM:99-118;CY:119-137;TM:138-158;NC:159-196;TM:197-219;CY:220-239;TM:240-258;NC:259-269;TM:270-290;CY:291-312,no,,Cell membrane (Multi-pass membrane protein)
OR6C3,Olfactory receptor 6C3,surface,pos. trainingset,,,7,NC:1-19;TM:20-45;CY:46-57;TM:58-78;NC:79-97;TM:98-117;CY:118-136;TM:137-159;NC:160-194;TM:195-218;CY:219-237;TM:238-258;NC:259-269;TM:270-289;CY:290-311,no,,Cell membrane (Multi-pass membrane protein)
